"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
26,"HS-grad,","Divorced,","Craft-repair,","Male,","55,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
36,"Some-college,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
50,"Doctorate,","Separated,","Prof-specialty,","Male,","40,","United-States,",">50K"
31,"HS-grad,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
71,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","15,","United-States,","<=50K"
58,"HS-grad,","Married-civ-spouse,","?,","Male,","50,","United-States,","<=50K"
30,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
20,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Exec-managerial,","Male,","50,","United-States,","<=50K"
35,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Taiwan,",">50K"
38,"Some-college,","Separated,","Exec-managerial,","Female,","45,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","32,","United-States,","<=50K"
29,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","Philippines,","<=50K"
70,"9th,","Widowed,","?,","Female,","15,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
44,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
44,"12th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
35,"Masters,","Never-married,","Sales,","Male,","60,","United-States,","<=50K"
27,"Some-college,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
43,"Masters,","Never-married,","Prof-specialty,","Male,","38,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
42,"Assoc-acdm,","Divorced,","Prof-specialty,","Female,","40,","United-States,",">50K"
27,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
42,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
20,"11th,","Married-spouse-absent,","?,","Female,","40,","South,","<=50K"
24,"9th,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
48,"Some-college,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","?,","Female,","20,","United-States,","<=50K"
17,"11th,","Never-married,","Farming-fishing,","Male,","10,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
50,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
22,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
17,"12th,","Never-married,","Other-service,","Male,","16,","United-States,","<=50K"
32,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Mexico,","<=50K"
31,"HS-grad,","Never-married,","Craft-repair,","Male,","45,","United-States,","<=50K"
58,"HS-grad,","Widowed,","Exec-managerial,","Male,","50,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Protective-serv,","Male,","48,","United-States,","<=50K"
37,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","Portugal,",">50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
23,"Some-college,","Separated,","Exec-managerial,","Male,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Adm-clerical,","Female,","5,","United-States,","<=50K"
34,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
66,"7th-8th,","Never-married,","?,","Male,","4,","United-States,","<=50K"
45,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","55,","United-States,","<=50K"
41,"Masters,","Never-married,","Exec-managerial,","Male,","35,","Dominican-Republic,","<=50K"
26,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
54,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","40,","United-States,","<=50K"
24,"Some-college,","Never-married,","Machine-op-inspct,","Female,","45,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
20,"Some-college,","Never-married,","Prof-specialty,","Male,","20,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Tech-support,","Female,","20,","United-States,","<=50K"
25,"Assoc-acdm,","Never-married,","?,","Male,","45,","United-States,","<=50K"
35,"Masters,","Never-married,","Prof-specialty,","Male,","60,","United-States,",">50K"
31,"Masters,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","Poland,","<=50K"
19,"HS-grad,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
36,"Bachelors,","Never-married,","Prof-specialty,","Male,","50,","United-States,","<=50K"
31,"Bachelors,","Widowed,","Sales,","Female,","40,","Cuba,","<=50K"
21,"Some-college,","Never-married,","Handlers-cleaners,","Male,","30,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"Doctorate,","Divorced,","Prof-specialty,","Female,","65,","United-States,",">50K"
44,"Bachelors,","Divorced,","Exec-managerial,","Female,","50,","United-States,",">50K"
40,"12th,","Married-civ-spouse,","Other-service,","Male,","40,","Jamaica,","<=50K"
45,"Some-college,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","35,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","25,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
36,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"Bachelors,","Separated,","Prof-specialty,","Male,","40,","?,","<=50K"
40,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
36,"Bachelors,","Divorced,","Adm-clerical,","Female,","35,","Honduras,","<=50K"
31,"HS-grad,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Tech-support,","Female,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
33,"HS-grad,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","60,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","42,","United-States,",">50K"
42,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
43,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","?,",">50K"
44,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
31,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","Mexico,","<=50K"
65,"11th,","Married-civ-spouse,","Exec-managerial,","Male,","59,","?,",">50K"
23,"Some-college,","Never-married,","Other-service,","Female,","24,","United-States,","<=50K"
55,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
26,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Male,","45,","United-States,","<=50K"
25,"Assoc-voc,","Never-married,","Other-service,","Female,","15,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","?,","Female,","40,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
36,"Some-college,","Never-married,","Sales,","Female,","36,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
56,"HS-grad,","Widowed,","Other-service,","Female,","20,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
19,"Some-college,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","72,","United-States,","<=50K"
42,"Masters,","Never-married,","Exec-managerial,","Female,","50,","United-States,",">50K"
26,"Assoc-voc,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
17,"12th,","Never-married,","Handlers-cleaners,","Male,","20,","United-States,","<=50K"
42,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
55,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
32,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"11th,","Never-married,","Craft-repair,","Male,","40,","Haiti,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","37,","United-States,","<=50K"
29,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
22,"Bachelors,","Never-married,","Prof-specialty,","Male,","20,","United-States,","<=50K"
58,"10th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Transport-moving,","Male,","50,","United-States,","<=50K"
39,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
27,"Assoc-voc,","Never-married,","Craft-repair,","Male,","38,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
33,"Bachelors,","Never-married,","Prof-specialty,","Female,","45,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
37,"HS-grad,","Never-married,","Farming-fishing,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Never-married,","Other-service,","Female,","18,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","38,","United-States,",">50K"
34,"HS-grad,","Divorced,","Protective-serv,","Male,","40,","Portugal,","<=50K"
53,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,",">50K"
51,"Bachelors,","Never-married,","Sales,","Male,","55,","United-States,",">50K"
32,"10th,","Separated,","Other-service,","Female,","42,","United-States,","<=50K"
31,"Some-college,","Married-spouse-absent,","Other-service,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Married-civ-spouse,","Sales,","Female,","30,","Germany,","<=50K"
47,"Bachelors,","Divorced,","Sales,","Female,","50,","United-States,","<=50K"
32,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
26,"Some-college,","Never-married,","Farming-fishing,","Female,","38,","United-States,","<=50K"
37,"5th-6th,","Separated,","Farming-fishing,","Male,","32,","Guatemala,","<=50K"
31,"HS-grad,","Divorced,","Craft-repair,","Male,","55,","United-States,","<=50K"
37,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Female,","24,","United-States,",">50K"
55,"HS-grad,","Never-married,","Sales,","Male,","38,","United-States,","<=50K"
23,"Assoc-voc,","Divorced,","Tech-support,","Male,","56,","United-States,","<=50K"
36,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
34,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","?,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
54,"Some-college,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","?,","<=50K"
28,"Assoc-voc,","Never-married,","Machine-op-inspct,","Female,","42,","United-States,","<=50K"
40,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
41,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
40,"Bachelors,","Never-married,","Sales,","Female,","55,","United-States,",">50K"
42,"Some-college,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,","<=50K"
18,"12th,","Never-married,","Machine-op-inspct,","Male,","30,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","?,","Male,","16,","United-States,","<=50K"
21,"HS-grad,","Never-married,","?,","Female,","40,","United-States,","<=50K"
48,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","50,","United-States,",">50K"
41,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
18,"Some-college,","Never-married,","?,","Male,","33,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
22,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
46,"Masters,","Never-married,","Tech-support,","Male,","35,","United-States,",">50K"
43,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","England,",">50K"
43,"Assoc-acdm,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
68,"11th,","Never-married,","Farming-fishing,","Male,","20,","United-States,","<=50K"
31,"HS-grad,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","48,","United-States,",">50K"
50,"Masters,","Married-spouse-absent,","?,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","47,","United-States,",">50K"
64,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
20,"HS-grad,","Never-married,","Transport-moving,","Male,","30,","United-States,","<=50K"
30,"HS-grad,","Separated,","Other-service,","Female,","36,","United-States,","<=50K"
22,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
43,"Some-college,","Divorced,","Exec-managerial,","Male,","45,","United-States,","<=50K"
22,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
17,"10th,","Never-married,","Farming-fishing,","Male,","20,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","75,","Italy,","<=50K"
41,"Assoc-voc,","Never-married,","Prof-specialty,","Female,","60,","United-States,","<=50K"
56,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
64,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","45,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
48,"Assoc-voc,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
31,"Masters,","Never-married,","Prof-specialty,","Female,","46,","United-States,","<=50K"
29,"Assoc-voc,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
57,"HS-grad,","Widowed,","Transport-moving,","Male,","42,","United-States,",">50K"
62,"HS-grad,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Separated,","Machine-op-inspct,","Female,","24,","United-States,","<=50K"
43,"Some-college,","Never-married,","Adm-clerical,","Male,","25,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
42,"11th,","Married-civ-spouse,","?,","Male,","15,","United-States,","<=50K"
53,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
26,"Some-college,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
73,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
72,"11th,","Widowed,","?,","Female,","24,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
25,"HS-grad,","Divorced,","Adm-clerical,","Male,","40,","United-States,","<=50K"
41,"Bachelors,","Divorced,","Prof-specialty,","Female,","50,","United-States,",">50K"
24,"Bachelors,","Never-married,","Exec-managerial,","Male,","50,","United-States,","<=50K"
63,"HS-grad,","Widowed,","Farming-fishing,","Male,","6,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
62,"Bachelors,","Widowed,","Prof-specialty,","Female,","48,","United-States,","<=50K"
55,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
43,"Some-college,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Divorced,","Other-service,","Female,","50,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
39,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Craft-repair,","Male,","18,","United-States,","<=50K"
61,"Masters,","Widowed,","Prof-specialty,","Female,","40,","United-States,",">50K"
26,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","55,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
48,"Doctorate,","Divorced,","Prof-specialty,","Male,","50,","United-States,",">50K"
34,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
34,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
59,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,",">50K"
34,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
49,"Bachelors,","Never-married,","Exec-managerial,","Female,","56,","United-States,",">50K"
18,"11th,","Never-married,","Adm-clerical,","Female,","20,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","40,","Mexico,","<=50K"
48,"11th,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
28,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Female,","15,","United-States,","<=50K"
21,"10th,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Male,","28,","United-States,","<=50K"
39,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,",">50K"
29,"Bachelors,","Separated,","Prof-specialty,","Male,","40,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
24,"Some-college,","Never-married,","Transport-moving,","Male,","50,","United-States,","<=50K"
71,"Masters,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
51,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","China,",">50K"
55,"5th-6th,","Divorced,","Other-service,","Male,","25,","United-States,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
23,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","7,","United-States,","<=50K"
38,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
19,"HS-grad,","Never-married,","Adm-clerical,","Female,","30,","United-States,","<=50K"
49,"9th,","Divorced,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Philippines,",">50K"
27,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","70,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
33,"Some-college,","Married-civ-spouse,","Craft-repair,","Female,","60,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","?,","Male,","15,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Exec-managerial,","Male,","28,","United-States,","<=50K"
33,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","60,","?,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
29,"Assoc-voc,","Divorced,","Tech-support,","Female,","45,","United-States,","<=50K"
48,"Some-college,","Divorced,","?,","Female,","30,","United-States,","<=50K"
35,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
28,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Female,","40,","India,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
42,"Prof-school,","Married-civ-spouse,","Farming-fishing,","Male,","65,","United-States,",">50K"
40,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
47,"Some-college,","Divorced,","Sales,","Male,","55,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Exec-managerial,","Female,","50,","United-States,","<=50K"
30,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
63,"7th-8th,","Married-civ-spouse,","Other-service,","Male,","55,","United-States,","<=50K"
51,"9th,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Handlers-cleaners,","Female,","40,","United-States,","<=50K"
27,"Assoc-acdm,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Sales,","Male,","45,","United-States,","<=50K"
46,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","38,","United-States,","<=50K"
37,"Some-college,","Divorced,","Machine-op-inspct,","Male,","52,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Male,","15,","United-States,","<=50K"
37,"HS-grad,","Divorced,","Handlers-cleaners,","Male,","10,","United-States,","<=50K"
53,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Sales,","Male,","30,","United-States,","<=50K"
38,"Some-college,","Divorced,","Craft-repair,","Male,","44,","United-States,","<=50K"
53,"10th,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
34,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
43,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","50,","South,","<=50K"
67,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
81,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","30,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
23,"Some-college,","Never-married,","Sales,","Male,","25,","United-States,","<=50K"
25,"Some-college,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
42,"5th-6th,","Married-civ-spouse,","Machine-op-inspct,","Female,","38,","Mexico,","<=50K"
38,"Some-college,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,","<=50K"
64,"HS-grad,","Married-civ-spouse,","?,","Male,","5,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
22,"Some-college,","Never-married,","Sales,","Female,","42,","United-States,","<=50K"
33,"1st-4th,","Married-spouse-absent,","Priv-house-serv,","Female,","40,","Guatemala,","<=50K"
42,"HS-grad,","Divorced,","Machine-op-inspct,","Male,","55,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Female,","10,","United-States,","<=50K"
51,"Preschool,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","Mexico,","<=50K"
37,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","44,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","99,","United-States,",">50K"
47,"Masters,","Never-married,","Prof-specialty,","Female,","25,","United-States,","<=50K"
41,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
33,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","30,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,",">50K"
31,"Assoc-acdm,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
18,"HS-grad,","Never-married,","Other-service,","Female,","45,","United-States,","<=50K"
20,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
54,"Some-college,","Divorced,","Exec-managerial,","Female,","35,","United-States,","<=50K"
40,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
36,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","45,","United-States,",">50K"
43,"Some-college,","Divorced,","Craft-repair,","Male,","35,","United-States,","<=50K"
44,"Some-college,","Divorced,","Farming-fishing,","Male,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
43,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","43,","United-States,",">50K"
51,"7th-8th,","Widowed,","Other-service,","Female,","40,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
41,"10th,","Married-civ-spouse,","Craft-repair,","Male,","30,","?,","<=50K"
44,"Some-college,","Married-civ-spouse,","Sales,","Male,","70,","United-States,",">50K"
33,"10th,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
42,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
25,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
32,"HS-grad,","Divorced,","Machine-op-inspct,","Female,","38,","United-States,","<=50K"
